date,product_id,category,price,cost,discount_pct,units_sold,revenue,inventory_level,competitor_price,season,day_of_week,profit,margin_pct,price_diff_competitor
25-04-2024,P103,Fashion,1337.4,1133.88,10,0,0.0,96,1298.14,Holiday,Thursday,0.0,,39.25999999999999
25-04-2024,P104,Home,658.8,530.51,10,1,658.8,482,675.87,Normal,Thursday,128.28999999999996,0.1947328476017,-17.07000000000005
25-04-2024,P105,Fashion,210.0,151.43,0,10,2100.0,305,211.53,Holiday,Thursday,585.6999999999998,0.2789047619047618,-1.5300000000000011
25-04-2024,P106,Electronics,704.0,561.97,0,0,0.0,228,728.77,Sale,Thursday,0.0,,-24.769999999999982
25-04-2024,P107,Home,795.6,561.59,10,5,3978.0,322,804.99,Holiday,Thursday,1170.0499999999997,0.2941302161890397,-9.389999999999986
25-04-2024,P108,Electronics,1435.0,876.47,0,1,1435.0,147,1469.62,Normal,Thursday,558.53,0.3892195121951219,-34.61999999999989
25-04-2024,P109,Fashion,1350.0,1042.72,0,5,6750.0,149,1317.51,Festival,Thursday,1536.3999999999996,0.22761481481481477,32.49000000000001
25-04-2024,P110,Fashion,1121.95,909.92,5,0,0.0,94,1103.55,Normal,Thursday,0.0,,18.40000000000009
25-04-2024,P111,Electronics,647.7,563.83,15,2,1295.4,83,667.85,Holiday,Thursday,167.74,0.12948896093870618,-20.149999999999977
25-04-2024,P112,Home,1052.1,780.21,10,1,1052.1,347,1046.21,Holiday,Thursday,271.8899999999999,0.25842600513259184,5.889999999999873
25-04-2024,P113,Home,369.55,300.46,5,0,0.0,465,385.37,Normal,Thursday,0.0,,-15.819999999999993
25-04-2024,P114,Fashion,574.0,433.63,0,4,2296.0,423,588.64,Festival,Thursday,561.48,0.24454703832752614,-14.639999999999986
25-04-2024,P115,Fashion,652.0,480.09,0,1,652.0,319,627.31,Normal,Thursday,171.91000000000003,0.2636656441717792,24.690000000000055
25-04-2024,P116,Sports,385.7,313.22,5,0,0.0,48,396.19,Normal,Thursday,0.0,,-10.490000000000009
25-04-2024,P117,Electronics,270.75,215.9,5,1,270.75,370,266.36,Normal,Thursday,54.849999999999994,0.20258541089566018,4.389999999999986
25-04-2024,P118,Fashion,267.0,209.16,0,5,1335.0,174,275.81,Sale,Thursday,289.20000000000005,0.2166292134831461,-8.810000000000002
25-04-2024,P119,Home,1328.0,804.46,0,3,3984.0,302,1320.79,Normal,Thursday,1570.62,0.39423192771084337,7.210000000000036
26-04-2024,P100,Home,265.0,205.81,0,5,1325.0,113,266.14,Normal,Friday,295.95000000000005,0.22335849056603777,-1.1399999999999864
26-04-2024,P101,Fashion,645.05,444.92,5,2,1290.1,301,616.34,Normal,Friday,400.2599999999999,0.31025501899077584,28.709999999999923
26-04-2024,P102,Fashion,331.0,263.86,0,4,1324.0,440,316.31,Normal,Friday,268.55999999999995,0.2028398791540785,14.689999999999998
26-04-2024,P103,Fashion,754.0,516.44,0,1,754.0,368,728.45,Normal,Friday,237.55999999999995,0.3150663129973474,25.549999999999955
26-04-2024,P104,Sports,584.0,382.94,0,0,0.0,161,607.28,Festival,Friday,0.0,,-23.279999999999973
26-04-2024,P105,Fashion,344.0,242.13,0,2,688.0,240,351.15,Sale,Friday,203.74,0.29613372093023255,-7.149999999999977
26-04-2024,P106,Electronics,839.0,510.14,0,2,1678.0,418,876.57,Normal,Friday,657.72,0.3919666269368296,-37.57000000000005
26-04-2024,P107,Electronics,796.0,482.54,0,4,3184.0,442,814.41,Normal,Friday,1253.84,0.3937939698492462,-18.409999999999968
26-04-2024,P108,Electronics,1127.0,852.63,0,1,1127.0,53,1180.66,Holiday,Friday,274.37,0.24345164152617568,-53.66000000000008
26-04-2024,P109,Fashion,1181.0,881.11,0,0,0.0,215,1189.89,Sale,Friday,0.0,,-8.8900000000001
26-04-2024,P110,Home,431.0,260.59,0,2,862.0,79,439.58,Normal,Friday,340.82000000000005,0.3953828306264502,-8.579999999999984
26-04-2024,P111,Fashion,493.0,304.09,0,0,0.0,65,488.49,Normal,Friday,0.0,,4.509999999999991
26-04-2024,P112,Sports,799.0,507.67,0,0,0.0,361,767.09,Normal,Friday,0.0,,31.909999999999968
26-04-2024,P113,Home,798.0,566.38,5,0,0.0,463,792.56,Normal,Friday,0.0,,5.440000000000055
26-04-2024,P114,Sports,1001.3,822.49,15,2,2002.6,236,999.35,Normal,Friday,357.6199999999999,0.1785778487965644,1.9499999999999318
26-04-2024,P115,Fashion,1326.2,957.87,5,0,0.0,414,1280.96,Festival,Friday,0.0,,45.24000000000001
26-04-2024,P116,Fashion,1186.0,736.69,0,0,0.0,262,1136.97,Normal,Friday,0.0,,49.02999999999997
26-04-2024,P117,Home,190.8,142.2,10,7,1335.6,266,190.69,Sale,Friday,340.20000000000005,0.2547169811320755,0.11000000000001364
26-04-2024,P118,Home,383.0,269.62,0,7,2681.0,260,375.2,Sale,Friday,793.6599999999999,0.29603133159268924,7.800000000000011
26-04-2024,P119,Electronics,483.55,305.43,5,1,483.55,60,504.06,Normal,Friday,178.12,0.36835901147761346,-20.50999999999999
27-04-2024,P100,Fashion,777.0,617.07,0,1,777.0,466,807.77,Normal,Saturday,159.92999999999995,0.20583011583011576,-30.769999999999982
27-04-2024,P101,Fashion,761.0,590.77,0,0,0.0,123,788.12,Festival,Saturday,0.0,,-27.120000000000005
27-04-2024,P102,Fashion,425.0,302.42,15,4,1700.0,436,420.2,Normal,Saturday,490.31999999999994,0.2884235294117647,4.800000000000011
27-04-2024,P103,Electronics,280.25,228.99,5,6,1681.5,465,286.22,Festival,Saturday,307.55999999999995,0.1829081177520071,-5.970000000000027
27-04-2024,P104,Home,647.0,404.14,0,0,0.0,188,657.44,Festival,Saturday,0.0,,-10.440000000000055
27-04-2024,P105,Home,451.8,393.84,10,1,451.8,313,460.57,Normal,Saturday,57.960000000000036,0.1282868525896415,-8.769999999999982
27-04-2024,P106,Sports,533.0,361.01,0,1,533.0,68,509.81,Sale,Saturday,171.99,0.3226829268292683,23.189999999999998
27-04-2024,P107,Electronics,491.4,410.08,10,4,1965.6,42,485.41,Normal,Saturday,325.28,0.16548636548636547,5.989999999999952
27-04-2024,P108,Sports,1241.0,895.47,0,2,2482.0,142,1209.41,Normal,Saturday,691.06,0.27842868654311037,31.589999999999918
27-04-2024,P109,Fashion,1383.0,1017.1,0,1,1383.0,470,1399.37,Normal,Saturday,365.9,0.2645697758496023,-16.36999999999989
27-04-2024,P110,Home,279.0,219.12,0,1,279.0,426,274.2,Normal,Saturday,59.879999999999995,0.21462365591397847,4.800000000000011
27-04-2024,P111,Sports,1075.25,954.7,15,0,0.0,319,1049.04,Normal,Saturday,0.0,,26.210000000000036
27-04-2024,P112,Fashion,1171.0,798.19,0,1,1171.0,42,1149.64,Festival,Saturday,372.80999999999995,0.3183689154568744,21.3599999999999
27-04-2024,P113,Electronics,656.45,427.58,5,0,0.0,91,656.79,Normal,Saturday,0.0,,-0.33999999999991815
27-04-2024,P114,Home,464.55,320.07,5,0,0.0,99,458.24,Normal,Saturday,0.0,,6.310000000000002
27-04-2024,P115,Fashion,718.0,565.38,0,0,0.0,98,689.23,Festival,Saturday,0.0,,28.769999999999982
27-04-2024,P116,Home,1185.0,820.87,0,0,0.0,336,1234.72,Festival,Saturday,0.0,,-49.72000000000003
27-04-2024,P117,Home,697.0,446.13,0,1,697.0,127,682.07,Festival,Saturday,250.87,0.35992826398852223,14.92999999999995
27-04-2024,P118,Home,711.9,539.09,10,0,0.0,428,707.08,Normal,Saturday,0.0,,4.819999999999936
27-04-2024,P119,Fashion,505.75,378.15,15,0,0.0,446,518.54,Normal,Saturday,0.0,,-12.789999999999964
28-04-2024,P100,Fashion,572.0,396.28,0,2,1144.0,377,553.7,Normal,Sunday,351.44000000000005,0.30720279720279725,18.299999999999955
28-04-2024,P101,Electronics,367.2,313.27,10,4,1468.8,87,381.78,Normal,Sunday,215.72000000000003,0.1468681917211329,-14.579999999999984
28-04-2024,P102,Fashion,632.7,431.61,5,2,1265.4,263,624.99,Normal,Sunday,402.18000000000006,0.31782835467045994,7.710000000000036
28-04-2024,P103,Fashion,382.0,243.66,0,7,2674.0,286,396.9,Festival,Sunday,968.3800000000001,0.36214659685863876,-14.899999999999977
28-04-2024,P104,Sports,764.75,595.54,5,0,0.0,325,777.94,Normal,Sunday,0.0,,-13.190000000000055
28-04-2024,P105,Fashion,461.7,298.5,5,2,923.4,222,448.77,Sale,Sunday,326.4,0.3534762833008447,12.930000000000007
28-04-2024,P106,Sports,946.9,810.74,15,0,0.0,311,904.17,Holiday,Sunday,0.0,,42.73000000000002
28-04-2024,P107,Sports,1170.0,863.14,0,0,0.0,410,1150.76,Sale,Sunday,0.0,,19.24000000000001
28-04-2024,P108,Fashion,969.85,912.5,15,3,2909.55,245,996.8,Normal,Sunday,172.05000000000018,0.05913285559622628,-26.949999999999932
28-04-2024,P109,Home,945.0,783.66,10,0,0.0,312,958.82,Holiday,Sunday,0.0,,-13.82000000000005
28-04-2024,P110,Home,404.0,286.18,0,4,1616.0,202,384.7,Normal,Sunday,471.28,0.2916336633663366,19.30000000000001
28-04-2024,P111,Home,307.0,244.71,0,4,1228.0,497,320.83,Normal,Sunday,249.15999999999997,0.2028990228013029,-13.829999999999984
28-04-2024,P112,Home,681.15,546.58,5,0,0.0,75,669.99,Normal,Sunday,0.0,,11.159999999999968
28-04-2024,P113,Fashion,302.6,267.22,15,1,302.6,248,296.42,Normal,Sunday,35.379999999999995,0.11692002643754129,6.180000000000007
28-04-2024,P114,Sports,958.5,766.4,10,0,0.0,335,978.99,Normal,Sunday,0.0,,-20.49000000000001
28-04-2024,P115,Home,907.8,836.18,15,4,3631.2,363,924.45,Normal,Sunday,286.48,0.07889402952192114,-16.65000000000009
28-04-2024,P116,Electronics,1211.0,934.31,0,0,0.0,42,1265.89,Festival,Sunday,0.0,,-54.8900000000001
28-04-2024,P117,Home,720.0,476.92,0,5,3600.0,348,730.79,Normal,Sunday,1215.4,0.33761111111111114,-10.789999999999964
28-04-2024,P118,Home,1005.55,744.22,15,0,0.0,457,1043.97,Normal,Sunday,0.0,,-38.42000000000007
28-04-2024,P119,Electronics,925.0,563.11,0,0,0.0,459,915.43,Normal,Sunday,0.0,,9.57000000000005
29-04-2024,P100,Electronics,1463.0,973.35,0,2,2926.0,302,1518.88,Normal,Monday,979.3,0.334688995215311,-55.88000000000011
29-04-2024,P101,Sports,1287.0,1116.44,10,2,2574.0,451,1252.89,Normal,Monday,341.1199999999999,0.1325252525252525,34.1099999999999
29-04-2024,P102,Home,1250.0,787.78,0,0,0.0,29,1260.07,Normal,Monday,0.0,,-10.069999999999936
29-04-2024,P103,Fashion,526.0,381.29,0,0,0.0,103,543.41,Normal,Monday,0.0,,-17.409999999999968
29-04-2024,P104,Fashion,591.85,476.59,5,2,1183.7,366,575.28,Sale,Monday,230.5200000000001,0.19474529019177164,16.57000000000005
29-04-2024,P105,Fashion,1467.0,993.61,0,2,2934.0,352,1487.25,Normal,Monday,946.78,0.32269256987048395,-20.25
29-04-2024,P106,Electronics,1014.0,666.48,0,4,4056.0,259,1050.46,Festival,Monday,1390.08,0.34272189349112425,-36.460000000000036
29-04-2024,P107,Electronics,559.0,350.36,0,3,1677.0,182,564.63,Festival,Monday,625.9200000000001,0.3732379248658319,-5.6299999999999955
29-04-2024,P108,Fashion,309.7,208.06,5,4,1238.8,463,300.4,Normal,Monday,406.55999999999995,0.3281885695834678,9.300000000000011
29-04-2024,P109,Home,482.4,364.3,10,3,1447.2,481,499.0,Holiday,Monday,354.29999999999995,0.2448175787728026,-16.600000000000023
29-04-2024,P110,Electronics,324.9,220.8,10,1,324.9,151,332.39,Normal,Monday,104.09999999999997,0.32040627885503226,-7.490000000000009
29-04-2024,P111,Sports,1027.0,645.89,0,3,3081.0,27,1000.97,Normal,Monday,1143.33,0.37109055501460564,26.029999999999973
29-04-2024,P112,Electronics,860.4,628.4,10,1,860.4,97,868.07,Sale,Monday,232.0,0.2696420269642027,-7.670000000000073
29-04-2024,P113,Sports,454.5,335.3,10,2,909.0,411,472.81,Normal,Monday,238.39999999999998,0.26226622662266225,-18.310000000000002
29-04-2024,P114,Sports,828.0,661.58,10,2,1656.0,213,850.28,Normal,Monday,332.8399999999999,0.20099033816425116,-22.279999999999973
29-04-2024,P115,Electronics,1160.0,876.4,0,0,0.0,470,1119.03,Normal,Monday,0.0,,40.97000000000003
29-04-2024,P116,Sports,423.0,268.38,0,3,1269.0,78,405.82,Normal,Monday,463.86,0.365531914893617,17.180000000000007
29-04-2024,P117,Sports,295.8,256.22,15,3,887.4,152,296.94,Normal,Monday,118.7399999999999,0.13380662609871524,-1.1399999999999864
29-04-2024,P118,Sports,1066.5,896.98,10,1,1066.5,87,1042.67,Festival,Monday,169.51999999999998,0.1589498359118612,23.829999999999927
29-04-2024,P119,Home,611.0,461.28,0,0,0.0,493,582.11,Normal,Monday,0.0,,28.889999999999986
30-04-2024,P100,Sports,1295.0,819.2,0,0,0.0,331,1260.7,Normal,Tuesday,0.0,,34.299999999999955
30-04-2024,P101,Fashion,333.0,241.31,0,6,1998.0,440,329.42,Festival,Tuesday,550.1399999999999,0.27534534534534527,3.579999999999984
30-04-2024,P102,Electronics,1276.0,986.63,0,3,3828.0,59,1304.81,Sale,Tuesday,868.1100000000001,0.2267789968652038,-28.809999999999945
30-04-2024,P103,Electronics,904.0,702.42,0,2,1808.0,412,895.04,Festival,Tuesday,403.1600000000001,0.22298672566371686,8.960000000000036
30-04-2024,P104,Home,527.25,382.49,5,0,0.0,437,543.12,Normal,Tuesday,0.0,,-15.870000000000005
30-04-2024,P105,Home,569.0,454.97,0,3,1707.0,216,551.44,Normal,Tuesday,342.0899999999999,0.20040421792618623,17.559999999999945
30-04-2024,P106,Home,781.15,722.77,15,1,781.15,27,805.73,Normal,Tuesday,58.379999999999995,0.07473596620367406,-24.58000000000004
30-04-2024,P107,Fashion,955.4,812.09,15,0,0.0,78,969.97,Festival,Tuesday,0.0,,-14.57000000000005
30-04-2024,P108,Fashion,264.0,183.34,0,0,0.0,380,269.56,Normal,Tuesday,0.0,,-5.560000000000002
30-04-2024,P109,Fashion,1411.7,893.42,5,0,0.0,36,1427.86,Normal,Tuesday,0.0,,-16.159999999999854
30-04-2024,P110,Home,688.0,507.1,0,4,2752.0,336,678.48,Normal,Tuesday,723.5999999999999,0.2629360465116279,9.519999999999982
30-04-2024,P111,Electronics,447.0,354.02,0,2,894.0,37,426.39,Sale,Tuesday,185.96000000000004,0.20800894854586133,20.610000000000014
30-04-2024,P112,Home,1041.3,805.67,10,0,0.0,390,1018.59,Normal,Tuesday,0.0,,22.709999999999923
30-04-2024,P113,Fashion,1207.8,917.96,10,0,0.0,157,1238.62,Normal,Tuesday,0.0,,-30.819999999999936
30-04-2024,P114,Sports,772.0,563.79,0,5,3860.0,457,767.42,Holiday,Tuesday,1041.0500000000002,0.26970207253886014,4.580000000000041
30-04-2024,P115,Home,823.0,524.38,0,0,0.0,407,855.26,Normal,Tuesday,0.0,,-32.25999999999999
30-04-2024,P116,Fashion,255.0,196.95,0,4,1020.0,69,260.6,Normal,Tuesday,232.20000000000005,0.22764705882352945,-5.600000000000023
30-04-2024,P117,Fashion,793.0,531.01,0,0,0.0,392,810.36,Normal,Tuesday,0.0,,-17.360000000000014
30-04-2024,P118,Sports,254.0,169.31,0,3,762.0,57,259.48,Normal,Tuesday,254.07,0.3334251968503937,-5.480000000000018
30-04-2024,P119,Fashion,1420.0,872.13,0,1,1420.0,498,1416.24,Normal,Tuesday,547.87,0.3858239436619718,3.759999999999991
01-05-2024,P100,Home,1001.3,644.73,5,4,4005.2,168,1021.36,Normal,Wednesday,1426.2799999999997,0.35610706082093274,-20.06000000000006
01-05-2024,P101,Home,1336.65,919.97,5,0,0.0,329,1396.37,Festival,Wednesday,0.0,,-59.7199999999998
01-05-2024,P102,Fashion,414.0,349.32,10,7,2898.0,331,425.4,Sale,Wednesday,452.7600000000002,0.1562318840579711,-11.399999999999977
01-05-2024,P103,Home,706.35,530.46,15,1,706.35,303,710.97,Normal,Wednesday,175.89,0.24901252919940536,-4.6200000000000045
01-05-2024,P104,Home,226.0,154.81,0,2,452.0,141,222.87,Normal,Wednesday,142.38,0.315,3.1299999999999955
01-05-2024,P105,Electronics,1247.0,880.57,0,0,0.0,68,1270.63,Holiday,Wednesday,0.0,,-23.63000000000011
01-05-2024,P106,Sports,937.0,589.59,0,0,0.0,54,935.35,Holiday,Wednesday,0.0,,1.6499999999999773
01-05-2024,P107,Home,1466.0,1086.77,0,0,0.0,496,1513.1,Normal,Wednesday,0.0,,-47.09999999999991
01-05-2024,P108,Electronics,960.0,689.31,0,3,2880.0,273,966.55,Sale,Wednesday,812.0700000000002,0.28196875000000005,-6.5499999999999545
01-05-2024,P109,Fashion,1110.0,711.05,0,3,3330.0,393,1131.74,Normal,Wednesday,1196.8500000000004,0.3594144144144145,-21.74000000000001
01-05-2024,P110,Fashion,1025.05,703.63,5,3,3075.15,387,1068.43,Holiday,Wednesday,964.2600000000002,0.31356519194185656,-43.38000000000011
01-05-2024,P111,Sports,958.0,587.41,0,0,0.0,353,949.3,Normal,Wednesday,0.0,,8.700000000000045
01-05-2024,P112,Home,880.65,603.51,5,0,0.0,422,896.93,Normal,Wednesday,0.0,,-16.279999999999973
01-05-2024,P113,Electronics,249.3,199.51,10,5,1246.5,216,251.79,Normal,Wednesday,248.95000000000005,0.19971921379863622,-2.4899999999999807
01-05-2024,P114,Fashion,299.0,179.6,0,5,1495.0,144,287.21,Sale,Wednesday,597.0,0.39933110367892977,11.79000000000002
01-05-2024,P115,Electronics,682.0,527.06,0,0,0.0,222,713.67,Normal,Wednesday,0.0,,-31.66999999999996
01-05-2024,P116,Sports,814.0,569.56,0,0,0.0,361,813.79,Normal,Wednesday,0.0,,0.21000000000003638
01-05-2024,P117,Electronics,1276.0,829.67,0,0,0.0,467,1263.06,Normal,Wednesday,0.0,,12.940000000000055
01-05-2024,P118,Sports,243.9,200.34,10,2,487.8,300,249.0,Normal,Wednesday,87.12,0.17859778597785977,-5.099999999999994
01-05-2024,P119,Fashion,1253.05,945.89,5,0,0.0,71,1252.27,Normal,Wednesday,0.0,,0.7799999999999727
02-05-2024,P100,Electronics,1275.3,1126.55,10,0,0.0,485,1248.72,Normal,Thursday,0.0,,26.579999999999927
02-05-2024,P101,Fashion,392.7,358.5,15,2,785.4,432,374.02,Normal,Thursday,68.39999999999998,0.08708938120702824,18.680000000000007
02-05-2024,P102,Fashion,1366.1,1032.21,5,2,2732.2,68,1421.43,Normal,Thursday,667.7799999999997,0.24441109728423974,-55.330000000000155
02-05-2024,P103,Fashion,252.0,204.27,10,1,252.0,306,250.74,Normal,Thursday,47.72999999999999,0.18940476190476185,1.259999999999991
02-05-2024,P104,Electronics,589.95,380.1,5,2,1179.9,344,608.14,Normal,Thursday,419.70000000000005,0.3557081108568523,-18.18999999999994
02-05-2024,P105,Electronics,1285.0,901.3,0,0,0.0,85,1292.23,Festival,Thursday,0.0,,-7.230000000000018
02-05-2024,P106,Electronics,1452.0,1013.93,0,2,2904.0,448,1523.98,Normal,Thursday,876.1400000000001,0.3017011019283747,-71.98000000000002
02-05-2024,P107,Fashion,972.9,726.18,10,0,0.0,82,972.75,Normal,Thursday,0.0,,0.14999999999997726
02-05-2024,P108,Electronics,237.0,174.07,0,4,948.0,113,232.85,Normal,Thursday,251.72000000000003,0.2655274261603376,4.150000000000006
02-05-2024,P109,Home,1479.0,1166.34,0,2,2958.0,154,1412.26,Normal,Thursday,625.3200000000002,0.21139959432048688,66.74000000000001
02-05-2024,P110,Sports,1482.0,992.88,0,0,0.0,183,1524.31,Festival,Thursday,0.0,,-42.309999999999945
02-05-2024,P111,Home,866.0,611.37,0,0,0.0,158,891.64,Normal,Thursday,0.0,,-25.639999999999986
02-05-2024,P112,Sports,350.55,230.08,5,2,701.1,417,347.39,Holiday,Thursday,240.94,0.3436599629154186,3.160000000000025
02-05-2024,P113,Electronics,1415.5,1088.87,5,3,4246.5,66,1444.52,Sale,Thursday,979.8900000000003,0.23075238431649603,-29.019999999999982
02-05-2024,P114,Home,728.0,467.52,0,0,0.0,441,743.34,Normal,Thursday,0.0,,-15.340000000000032
02-05-2024,P115,Fashion,375.7,312.03,15,4,1502.8,382,385.01,Holiday,Thursday,254.68000000000006,0.16947032206547782,-9.310000000000002
02-05-2024,P116,Home,882.9,597.07,10,2,1765.8,63,911.98,Festival,Thursday,571.6599999999999,0.3237399478989692,-29.08000000000004
02-05-2024,P117,Sports,829.0,582.58,0,1,829.0,55,848.84,Normal,Thursday,246.41999999999996,0.29724969843184557,-19.840000000000032
02-05-2024,P118,Home,1086.3,894.76,10,0,0.0,470,1117.23,Holiday,Thursday,0.0,,-30.930000000000064
02-05-2024,P119,Sports,418.0,272.13,5,2,836.0,215,415.42,Normal,Thursday,291.74,0.3489712918660287,2.579999999999984
03-05-2024,P100,Electronics,408.85,294.01,15,4,1635.4,138,404.96,Holiday,Friday,459.3600000000001,0.28088541029717506,3.890000000000043
03-05-2024,P101,Electronics,645.3,465.65,10,0,0.0,321,665.44,Normal,Friday,0.0,,-20.1400000000001
03-05-2024,P102,Home,1082.0,721.83,0,0,0.0,396,1039.82,Normal,Friday,0.0,,42.180000000000064
03-05-2024,P103,Sports,560.5,466.43,5,0,0.0,292,566.43,Sale,Friday,0.0,,-5.92999999999995
03-05-2024,P104,Electronics,1326.2,953.27,5,0,0.0,45,1329.13,Normal,Friday,0.0,,-2.9300000000000637
03-05-2024,P105,Sports,1356.0,1063.15,0,1,1356.0,470,1329.79,Normal,Friday,292.8499999999999,0.21596607669616513,26.210000000000036
03-05-2024,P106,Home,375.7,347.26,15,5,1878.5,407,359.55,Normal,Friday,142.20000000000005,0.07569869576789995,16.149999999999977
03-05-2024,P107,Sports,294.3,239.93,10,3,882.9,249,307.49,Normal,Friday,163.11,0.1847434590553857,-13.189999999999998
03-05-2024,P108,Electronics,340.0,255.63,0,2,680.0,424,339.75,Normal,Friday,168.74,0.24814705882352942,0.25
03-05-2024,P109,Home,1077.3,956.92,10,2,2154.6,330,1113.71,Festival,Friday,240.76,0.11174231875986262,-36.41000000000008
03-05-2024,P110,Home,326.8,250.28,5,1,326.8,372,335.2,Normal,Friday,76.52000000000001,0.23414932680538558,-8.399999999999977
03-05-2024,P111,Sports,1157.4,1002.97,10,0,0.0,53,1212.05,Normal,Friday,0.0,,-54.649999999999864
03-05-2024,P112,Electronics,1179.0,1036.74,10,1,1179.0,499,1160.19,Normal,Friday,142.26,0.12066157760814249,18.809999999999945
03-05-2024,P113,Sports,580.0,392.74,0,1,580.0,371,598.14,Normal,Friday,187.26,0.3228620689655172,-18.139999999999986
03-05-2024,P114,Fashion,1365.0,835.6,0,0,0.0,361,1433.18,Normal,Friday,0.0,,-68.18000000000006
03-05-2024,P115,Home,911.2,753.84,15,3,2733.6,151,869.61,Sale,Friday,472.0799999999999,0.17269534679543458,41.59000000000003
03-05-2024,P116,Electronics,934.0,740.82,0,0,0.0,71,900.72,Sale,Friday,0.0,,33.27999999999997
03-05-2024,P117,Home,869.55,637.49,15,2,1739.1,251,855.53,Festival,Friday,464.1199999999999,0.26687367028923004,14.019999999999982
03-05-2024,P118,Electronics,1490.0,1019.16,0,2,2980.0,422,1485.44,Normal,Friday,941.6800000000001,0.316,4.559999999999945
03-05-2024,P119,Electronics,693.0,486.1,0,0,0.0,354,713.52,Normal,Friday,0.0,,-20.519999999999982
04-05-2024,P100,Electronics,676.0,473.6,0,0,0.0,317,689.99,Holiday,Saturday,0.0,,-13.990000000000009
04-05-2024,P101,Home,317.9,233.2,15,3,953.7,411,329.48,Holiday,Saturday,254.10000000000014,0.2664359861591697,-11.580000000000041
04-05-2024,P102,Fashion,1150.45,796.39,5,0,0.0,145,1108.02,Sale,Saturday,0.0,,42.430000000000064
04-05-2024,P103,Fashion,415.0,330.22,0,1,415.0,459,412.17,Normal,Saturday,84.77999999999997,0.20428915662650596,2.829999999999984
04-05-2024,P104,Home,1184.05,1029.66,15,3,3552.15,169,1238.88,Sale,Saturday,463.1699999999996,0.1303914530636374,-54.830000000000155
04-05-2024,P105,Electronics,433.5,402.1,15,7,3034.5,92,447.86,Sale,Saturday,219.79999999999973,0.07243367935409449,-14.360000000000014
04-05-2024,P106,Electronics,672.0,413.25,0,3,2016.0,106,650.36,Normal,Saturday,776.25,0.38504464285714285,21.639999999999986
04-05-2024,P107,Fashion,1169.0,752.02,0,1,1169.0,384,1214.93,Normal,Saturday,416.98,0.35669803250641574,-45.930000000000064
04-05-2024,P108,Electronics,329.8,234.01,15,3,989.4,238,325.46,Normal,Saturday,287.37,0.2904487568223166,4.340000000000032
04-05-2024,P109,Home,436.0,293.59,0,2,872.0,469,434.01,Normal,Saturday,284.82000000000005,0.32662844036697253,1.990000000000009
04-05-2024,P110,Fashion,478.0,359.36,0,0,0.0,477,500.83,Normal,Saturday,0.0,,-22.829999999999984
04-05-2024,P111,Fashion,1058.25,913.7,15,0,0.0,149,1108.23,Sale,Saturday,0.0,,-49.98000000000002
04-05-2024,P112,Fashion,528.2,339.31,5,2,1056.4,497,535.7,Normal,Saturday,377.7800000000001,0.35761075350246124,-7.5
04-05-2024,P113,Fashion,850.0,796.99,15,2,1700.0,134,852.44,Normal,Saturday,106.01999999999998,0.06236470588235293,-2.4400000000000546
04-05-2024,P114,Sports,517.5,377.68,10,3,1552.5,102,526.35,Normal,Saturday,419.46000000000004,0.27018357487922706,-8.850000000000023
04-05-2024,P115,Home,1344.25,900.54,5,0,0.0,392,1359.71,Normal,Saturday,0.0,,-15.460000000000036
04-05-2024,P116,Fashion,781.0,608.85,0,3,2343.0,484,792.95,Normal,Saturday,516.4499999999998,0.22042253521126753,-11.950000000000045
04-05-2024,P117,Home,485.0,318.32,0,2,970.0,393,466.48,Festival,Saturday,333.36,0.3436701030927835,18.519999999999982
04-05-2024,P118,Sports,544.0,342.93,0,0,0.0,213,553.24,Festival,Saturday,0.0,,-9.240000000000009
04-05-2024,P119,Fashion,1004.4,755.97,10,2,2008.8,178,992.51,Festival,Saturday,496.8599999999999,0.24734169653524488,11.889999999999986
05-05-2024,P100,Sports,200.6,144.92,15,9,1805.4,50,202.08,Festival,Sunday,501.1200000000001,0.277567298105683,-1.4800000000000182
05-05-2024,P101,Home,789.45,517.42,5,1,789.45,344,777.93,Normal,Sunday,272.0300000000001,0.3445816707834569,11.520000000000095
05-05-2024,P102,Sports,248.4,220.65,10,3,745.2,328,242.78,Normal,Sunday,83.25,0.11171497584541062,5.6200000000000045
05-05-2024,P103,Electronics,1047.6,792.44,10,6,6285.6,46,1075.0,Sale,Sunday,1530.96,0.24356624665903015,-27.40000000000009
05-05-2024,P104,Electronics,774.0,588.33,10,3,2322.0,106,794.98,Festival,Sunday,557.0099999999998,0.23988372093023247,-20.980000000000018
05-05-2024,P105,Fashion,1094.0,752.01,0,0,0.0,467,1068.92,Normal,Sunday,0.0,,25.079999999999927
05-05-2024,P106,Sports,500.65,410.79,5,1,500.65,338,499.72,Normal,Sunday,89.85999999999996,0.1794866673324677,0.92999999999995
05-05-2024,P107,Electronics,1027.0,644.18,0,3,3081.0,388,1066.95,Festival,Sunday,1148.46,0.3727555988315482,-39.950000000000045
05-05-2024,P108,Home,1410.75,1071.59,5,0,0.0,249,1394.13,Normal,Sunday,0.0,,16.61999999999989
05-05-2024,P109,Fashion,949.0,631.68,0,1,949.0,166,985.69,Sale,Sunday,317.32000000000005,0.334373024236038,-36.690000000000055
05-05-2024,P110,Home,1436.0,1079.34,0,0,0.0,156,1443.35,Normal,Sunday,0.0,,-7.349999999999909
