date,product_id,category,price,cost,discount_pct,units_sold,revenue,inventory_level,competitor_price,season,day_of_week
06-04-2024,P104,Home,1284,959,0,0,0,22,1334.76,Normal,Saturday
06-04-2024,P105,Electronics,1010.7,852.27,10,5,5053.5,473,1055.4,Normal,Saturday
06-04-2024,P106,Electronics,483.55,405.54,5,3,1450.65,119,481.41,Normal,Saturday
06-04-2024,P107,Electronics,694,508.06,0,5,3470,364,679.5,Sale,Saturday
06-04-2024,P108,Fashion,1252.05,984.35,15,0,0,160,1263.84,Normal,Saturday
06-04-2024,P109,Electronics,571.2,467.3,15,2,1142.4,76,583.62,Normal,Saturday
06-04-2024,P110,Fashion,760,537.79,0,2,1520,221,757.12,Normal,Saturday
06-04-2024,P111,Electronics,938,649.7,0,2,1876,384,948.2,Festival,Saturday
06-04-2024,P112,Electronics,988.55,805.89,15,0,0,289,1006.15,Sale,Saturday
06-04-2024,P113,Electronics,222,173.13,0,4,888,207,225.62,Normal,Saturday
06-04-2024,P114,Home,743.4,629.29,10,2,1486.8,479,720.74,Normal,Saturday
06-04-2024,P115,Home,1049,671.66,0,1,1049,383,1098.34,Normal,Saturday
06-04-2024,P116,Electronics,392,243.79,0,4,1568,195,387.24,Sale,Saturday
06-04-2024,P117,Home,411.35,313.18,5,0,0,356,398.92,Normal,Saturday
06-04-2024,P118,Home,914,603.64,0,2,1828,171,947.31,Sale,Saturday
06-04-2024,P119,Home,1290,804.42,0,2,2580,356,1342.08,Festival,Saturday
07-04-2024,P100,Fashion,685.9,517.93,5,0,0,73,659.96,Festival,Sunday
07-04-2024,P101,Electronics,769,465.79,0,0,0,404,763.81,Holiday,Sunday
07-04-2024,P102,Home,1090,858.48,0,0,0,303,1039.29,Sale,Sunday
07-04-2024,P103,Fashion,1185.3,808.88,10,3,3555.9,466,1134.48,Sale,Sunday
07-04-2024,P104,Sports,408,291.68,0,3,1224,413,404.14,Sale,Sunday
07-04-2024,P105,Home,646.85,570.85,15,0,0,161,637.06,Festival,Sunday
07-04-2024,P106,Sports,981,708.7,0,3,2943,246,1014.04,Normal,Sunday
07-04-2024,P107,Electronics,502.35,400.01,15,2,1004.7,492,519.27,Festival,Sunday
07-04-2024,P108,Fashion,1406,873.69,0,5,7030,323,1413.28,Festival,Sunday
07-04-2024,P109,Electronics,1100,759.87,0,0,0,365,1129.86,Normal,Sunday
07-04-2024,P110,Sports,1424,883.47,0,0,0,33,1432.87,Holiday,Sunday
07-04-2024,P111,Electronics,534,397.46,0,3,1602,355,549.44,Normal,Sunday
07-04-2024,P112,Sports,457,316.11,0,3,1371,115,471.21,Normal,Sunday
07-04-2024,P113,Electronics,1371,958.05,0,2,2742,81,1380.42,Festival,Sunday
07-04-2024,P114,Home,1491,1181,0,3,4473,107,1462.86,Normal,Sunday
07-04-2024,P115,Electronics,554.4,453.34,10,3,1663.2,302,578.54,Normal,Sunday
07-04-2024,P116,Electronics,555.3,450.43,10,0,0,255,534.87,Normal,Sunday
07-04-2024,P117,Electronics,1451,1082.67,0,2,2902,187,1444.09,Festival,Sunday
07-04-2024,P118,Home,418,279.84,0,0,0,198,428.54,Normal,Sunday
07-04-2024,P119,Home,388.8,310.11,10,0,0,68,399.43,Normal,Sunday
08-04-2024,P100,Electronics,334.05,248.21,15,2,668.1,230,325.05,Normal,Monday
08-04-2024,P101,Sports,917,696.38,0,2,1834,127,887.87,Sale,Monday
08-04-2024,P102,Fashion,1447,967.1,0,0,0,159,1379.73,Normal,Monday
08-04-2024,P103,Sports,335,205.91,0,0,0,420,319.37,Normal,Monday
08-04-2024,P104,Sports,868,581.32,0,1,868,338,860.76,Normal,Monday
08-04-2024,P105,Fashion,438,314.31,0,1,438,389,433.52,Normal,Monday
08-04-2024,P106,Sports,1186,788.7,0,1,1186,165,1158.12,Normal,Monday
08-04-2024,P107,Home,1008.95,770.66,15,0,0,183,1034.75,Normal,Monday
08-04-2024,P108,Home,1410.75,969.06,5,0,0,340,1456.2,Festival,Monday
08-04-2024,P109,Electronics,774,510.23,0,0,0,310,811.39,Normal,Monday
08-04-2024,P110,Sports,1235,862.94,0,0,0,496,1189.9,Normal,Monday
08-04-2024,P111,Home,227,156,0,2,454,317,229.03,Normal,Monday
08-04-2024,P112,Fashion,941,692.41,0,0,0,378,966.59,Normal,Monday
08-04-2024,P113,Home,609,457.95,0,1,609,239,611.3,Holiday,Monday
08-04-2024,P114,Fashion,1072.55,737.31,5,0,0,234,1057.69,Normal,Monday
08-04-2024,P115,Sports,1115,755.33,0,2,2230,61,1104.15,Sale,Monday
08-04-2024,P116,Sports,349,221.8,0,4,1396,312,354.5,Normal,Monday
08-04-2024,P117,Fashion,185.4,136.77,10,8,1483.2,278,185.99,Normal,Monday
08-04-2024,P118,Fashion,593.75,388.34,5,1,593.75,268,597.81,Festival,Monday
08-04-2024,P119,Sports,230,148.21,0,4,920,297,219.91,Normal,Monday
09-04-2024,P100,Home,1269,932.37,0,0,0,276,1263.58,Normal,Tuesday
09-04-2024,P101,Sports,257,183.56,0,7,1799,197,260.93,Festival,Tuesday
09-04-2024,P102,Home,1335,1034.81,0,2,2670,314,1296.31,Normal,Tuesday
09-04-2024,P103,Sports,781,516.97,0,2,1562,368,753.67,Normal,Tuesday
09-04-2024,P104,Electronics,909.5,778.82,15,0,0,167,877.82,Festival,Tuesday
09-04-2024,P105,Fashion,640.8,434.49,10,4,2563.2,335,610.25,Holiday,Tuesday
09-04-2024,P106,Sports,231,144.5,0,4,924,80,225.95,Normal,Tuesday
09-04-2024,P107,Sports,893,593.8,0,1,893,67,855.93,Sale,Tuesday
09-04-2024,P108,Home,517.5,353.79,10,0,0,412,495.24,Normal,Tuesday
09-04-2024,P109,Fashion,885.4,691.46,5,0,0,66,925.34,Normal,Tuesday
09-04-2024,P110,Home,931,689.26,0,0,0,81,911.24,Normal,Tuesday
09-04-2024,P111,Sports,286.2,191.9,10,5,1431,379,281.29,Sale,Tuesday
09-04-2024,P112,Home,634,430.86,0,2,1268,331,623.72,Normal,Tuesday
09-04-2024,P113,Electronics,1113.5,868.95,15,0,0,242,1148.04,Normal,Tuesday
09-04-2024,P114,Sports,943,733.41,0,0,0,245,981.52,Normal,Tuesday
09-04-2024,P115,Home,1174.7,1006.34,15,0,0,128,1129.17,Normal,Tuesday
09-04-2024,P116,Home,769,463.26,0,5,3845,177,795.89,Festival,Tuesday
09-04-2024,P117,Fashion,723,518.32,0,5,3615,153,708.7,Normal,Tuesday
09-04-2024,P118,Electronics,1077,785.66,0,1,1077,365,1040.53,Normal,Tuesday
09-04-2024,P119,Fashion,929,678.09,0,1,929,148,943.25,Normal,Tuesday
10-04-2024,P100,Sports,1106.1,911.71,10,0,0,36,1159.95,Normal,Wednesday
10-04-2024,P101,Fashion,291.65,192.85,5,5,1458.25,283,286.17,Normal,Wednesday
10-04-2024,P102,Fashion,754,457.57,0,1,754,499,790.94,Holiday,Wednesday
10-04-2024,P103,Electronics,1026.9,859.09,10,1,1026.9,162,1054.64,Normal,Wednesday
10-04-2024,P104,Home,289,208.68,0,0,0,60,281.22,Holiday,Wednesday
10-04-2024,P105,Sports,1169,852.33,0,1,1169,497,1194.33,Holiday,Wednesday
10-04-2024,P106,Sports,1432,910.62,0,0,0,481,1409.45,Normal,Wednesday
10-04-2024,P107,Fashion,400,284.41,0,5,2000,173,417.29,Sale,Wednesday
10-04-2024,P108,Fashion,637.2,518.9,10,1,637.2,425,667.91,Normal,Wednesday
10-04-2024,P109,Sports,1410,962.12,0,1,1410,420,1372.76,Festival,Wednesday
10-04-2024,P110,Electronics,675.9,498.52,10,0,0,42,663.37,Sale,Wednesday
10-04-2024,P111,Fashion,708.7,590.21,5,2,1417.4,493,721.6,Sale,Wednesday
10-04-2024,P112,Sports,224,176.16,0,5,1120,397,229.43,Normal,Wednesday
10-04-2024,P113,Sports,1200.6,1011.58,10,0,0,277,1196.25,Festival,Wednesday
10-04-2024,P114,Fashion,530,321.79,0,3,1590,333,520.48,Festival,Wednesday
10-04-2024,P115,Sports,220.4,181.35,5,6,1322.4,198,223.84,Festival,Wednesday
10-04-2024,P116,Home,775.8,545.23,10,4,3103.2,333,754.29,Normal,Wednesday
10-04-2024,P117,Sports,775,470.61,0,0,0,488,751.26,Normal,Wednesday
10-04-2024,P118,Electronics,211.65,150.04,15,6,1269.9,398,217.93,Holiday,Wednesday
10-04-2024,P119,Home,1075.5,923.52,10,2,2151,206,1024.19,Festival,Wednesday
11-04-2024,P100,Sports,499.8,428.87,15,0,0,163,492.04,Sale,Thursday
11-04-2024,P101,Home,409,288.12,0,5,2045,400,389.21,Normal,Thursday
11-04-2024,P102,Electronics,890.1,693.61,10,0,0,369,884.22,Holiday,Thursday
11-04-2024,P103,Fashion,557,374.44,0,5,2785,498,576.92,Festival,Thursday
11-04-2024,P104,Electronics,1426,928.14,0,0,0,488,1362.79,Normal,Thursday
11-04-2024,P105,Home,1148,898.92,0,0,0,493,1139.85,Normal,Thursday
11-04-2024,P106,Home,895,693.3,0,0,0,87,853.9,Normal,Thursday
11-04-2024,P107,Fashion,973,617.39,0,1,973,263,971.29,Normal,Thursday
11-04-2024,P108,Home,1397,1060.53,0,0,0,158,1390.55,Sale,Thursday
11-04-2024,P109,Electronics,807.3,665.24,10,0,0,376,812.46,Festival,Thursday
11-04-2024,P110,Sports,341.05,240.17,5,2,682.1,455,332.79,Festival,Thursday
11-04-2024,P111,Home,915.8,663.99,5,3,2747.4,354,896.65,Sale,Thursday
11-04-2024,P112,Electronics,189.55,157.61,15,4,758.2,79,193.82,Festival,Thursday
11-04-2024,P113,Fashion,288,191.63,0,3,864,207,275.57,Sale,Thursday
11-04-2024,P114,Sports,786,604.7,0,2,1572,119,748.4,Festival,Thursday
11-04-2024,P115,Fashion,315,196.76,0,4,1260,379,323.9,Normal,Thursday
11-04-2024,P116,Fashion,1454,892.31,0,0,0,358,1405.91,Sale,Thursday
11-04-2024,P117,Fashion,1311,830.83,0,0,0,452,1356.01,Normal,Thursday
11-04-2024,P118,Fashion,375.3,279.72,10,2,750.6,295,367.83,Normal,Thursday
11-04-2024,P119,Sports,1083,715.27,0,2,2166,412,1046.79,Normal,Thursday
12-04-2024,P100,Fashion,216.6,166.46,5,7,1516.2,269,209.65,Sale,Friday
12-04-2024,P101,Fashion,1084,702.22,0,3,3252,133,1093.98,Normal,Friday
12-04-2024,P102,Sports,301.15,218.12,5,1,301.15,246,300.86,Festival,Friday
12-04-2024,P103,Electronics,449,280.42,0,3,1347,407,440.94,Normal,Friday
12-04-2024,P104,Electronics,605.15,438.14,5,4,2420.6,398,581.46,Sale,Friday
12-04-2024,P105,Fashion,1048,749.93,0,2,2096,37,1097.65,Festival,Friday
12-04-2024,P106,Fashion,1251.2,979.57,15,0,0,371,1234.71,Holiday,Friday
12-04-2024,P107,Sports,878,594.06,0,1,878,152,918.71,Festival,Friday
12-04-2024,P108,Sports,685.9,550.97,5,0,0,414,651.62,Normal,Friday
12-04-2024,P109,Fashion,1055,827.11,0,0,0,80,1043.98,Normal,Friday
12-04-2024,P110,Fashion,1393,1043.21,0,0,0,129,1460.11,Festival,Friday
12-04-2024,P111,Sports,1286,773.3,0,1,1286,245,1299.53,Sale,Friday
12-04-2024,P112,Electronics,894,544.15,0,6,5364,208,883.26,Holiday,Friday
12-04-2024,P113,Sports,1387,1059.07,5,1,1387,42,1425.02,Normal,Friday
12-04-2024,P114,Fashion,906,618.81,0,0,0,58,917.86,Holiday,Friday
12-04-2024,P115,Electronics,1003,653.4,0,1,1003,495,974.3,Normal,Friday
12-04-2024,P116,Sports,1254,947.94,0,4,5016,262,1210.15,Normal,Friday
12-04-2024,P117,Sports,619,405.02,0,1,619,285,625.57,Normal,Friday
12-04-2024,P118,Sports,1277,977.39,0,1,1277,386,1257.65,Festival,Friday
12-04-2024,P119,Electronics,654.5,612.39,15,0,0,120,645.24,Normal,Friday
13-04-2024,P100,Electronics,1008.9,758.19,5,0,0,155,1019.53,Normal,Saturday
13-04-2024,P101,Sports,198.05,169.05,15,9,1782.45,137,202.37,Festival,Saturday
13-04-2024,P102,Fashion,1175.15,936.46,5,1,1175.15,42,1211.94,Festival,Saturday
13-04-2024,P103,Electronics,523,379.31,0,1,523,388,543.14,Normal,Saturday
13-04-2024,P104,Home,1106,784.09,0,2,2212,479,1130.06,Sale,Saturday
13-04-2024,P105,Electronics,1306.25,957.43,5,3,3918.75,289,1251.36,Normal,Saturday
13-04-2024,P106,Home,573.3,459.73,10,0,0,413,566.07,Festival,Saturday
13-04-2024,P107,Sports,521.05,484.96,15,4,2084.2,345,508.67,Normal,Saturday
13-04-2024,P108,Home,223.25,158.59,5,7,1562.75,242,229.11,Normal,Saturday
13-04-2024,P109,Sports,817.95,581.58,5,1,817.95,128,850.72,Festival,Saturday
13-04-2024,P110,Electronics,1211.25,892.61,5,0,0,37,1251.59,Normal,Saturday
13-04-2024,P111,Home,706,528.78,0,3,2118,251,681.56,Normal,Saturday
13-04-2024,P112,Electronics,1310.4,1012.8,10,1,1310.4,216,1331.51,Normal,Saturday
13-04-2024,P113,Fashion,654.55,518.09,5,0,0,215,677.85,Festival,Saturday
13-04-2024,P114,Sports,233,185.41,0,1,233,459,223.77,Normal,Saturday
13-04-2024,P115,Home,1377,963.47,0,0,0,50,1389.18,Normal,Saturday
13-04-2024,P116,Electronics,1286,947.4,0,0,0,333,1279.44,Normal,Saturday
13-04-2024,P117,Sports,1079.2,796.72,5,0,0,375,1032.43,Sale,Saturday
13-04-2024,P118,Electronics,546.55,442.26,15,3,1639.65,389,558.75,Holiday,Saturday
13-04-2024,P119,Sports,848,618.63,0,2,1696,191,850.6,Normal,Saturday
14-04-2024,P100,Fashion,269.8,215.2,5,2,539.6,424,281.94,Normal,Sunday
14-04-2024,P101,Sports,695.7,583.38,10,2,1391.4,118,675.81,Normal,Sunday
14-04-2024,P102,Sports,285.6,259.08,15,3,856.8,88,295.61,Normal,Sunday
14-04-2024,P103,Fashion,602.65,500.59,15,2,1205.3,77,590.02,Festival,Sunday
14-04-2024,P104,Fashion,1237,962.99,0,0,0,434,1262.81,Normal,Sunday
14-04-2024,P105,Fashion,206.15,146.64,5,3,618.45,174,212.61,Normal,Sunday
14-04-2024,P106,Home,332.5,228.8,5,2,665,469,342.71,Normal,Sunday
14-04-2024,P107,Sports,1254,859.12,5,0,0,359,1293.18,Normal,Sunday
14-04-2024,P108,Sports,286,203.64,0,2,572,472,278.28,Sale,Sunday
14-04-2024,P109,Sports,1385.1,1045.23,5,3,4155.3,72,1401.62,Sale,Sunday
14-04-2024,P110,Sports,839.8,593.31,5,1,839.8,464,878.97,Sale,Sunday
14-04-2024,P111,Sports,351,273.98,0,5,1755,493,351.53,Normal,Sunday
14-04-2024,P112,Home,1220.4,1073.32,10,1,1220.4,189,1240.12,Sale,Sunday
14-04-2024,P113,Sports,993,648.89,0,2,1986,405,1022.34,Normal,Sunday
14-04-2024,P114,Fashion,1214,768.89,0,0,0,149,1183.31,Sale,Sunday
14-04-2024,P115,Electronics,1044,723.88,10,0,0,252,1089.88,Holiday,Sunday
14-04-2024,P116,Fashion,798.15,684.28,15,0,0,420,836.32,Sale,Sunday
14-04-2024,P117,Electronics,217.55,169.38,5,6,1305.3,93,216.43,Sale,Sunday
14-04-2024,P118,Sports,1182.75,901.81,5,0,0,22,1238.39,Sale,Sunday
14-04-2024,P119,Home,1418.35,925.51,5,2,2836.7,355,1459.64,Normal,Sunday
15-04-2024,P100,Sports,917,698.92,0,1,917,448,887.06,Sale,Monday
15-04-2024,P101,Fashion,1464,988.93,0,0,0,170,1469.28,Normal,Monday
15-04-2024,P102,Sports,461,358.57,0,2,922,391,479.16,Festival,Monday
15-04-2024,P103,Home,1408,964.62,0,2,2816,442,1475.29,Normal,Monday
15-04-2024,P104,Sports,1250.1,859.31,10,0,0,489,1279.35,Festival,Monday
15-04-2024,P105,Electronics,877.5,702.43,10,0,0,66,887.23,Normal,Monday
15-04-2024,P106,Sports,709.2,549,10,0,0,347,681.2,Festival,Monday
15-04-2024,P107,Fashion,898,675.3,0,4,3592,128,915.55,Normal,Monday
15-04-2024,P108,Electronics,424.65,280.45,5,6,2547.9,321,407.3,Normal,Monday
15-04-2024,P109,Electronics,1246.4,1047,5,0,0,447,1188.47,Festival,Monday
15-04-2024,P110,Sports,1353.75,1086.55,5,1,1353.75,208,1359.99,Normal,Monday
15-04-2024,P111,Sports,1288.2,1036.32,5,2,2576.4,212,1262.99,Normal,Monday
15-04-2024,P112,Electronics,624.15,513.05,5,1,624.15,460,641.65,Normal,Monday
15-04-2024,P113,Home,565.25,513.57,15,2,1130.5,304,579.22,Normal,Monday
15-04-2024,P114,Sports,308,223.77,0,0,0,79,294.97,Normal,Monday
15-04-2024,P115,Home,272,202.41,0,3,816,173,262.67,Normal,Monday
15-04-2024,P116,Sports,1007,710.42,0,0,0,299,1037.25,Sale,Monday
15-04-2024,P117,Sports,518,399.11,0,0,0,378,495.27,Normal,Monday
15-04-2024,P118,Electronics,755.25,566.56,5,1,755.25,56,778.02,Sale,Monday
15-04-2024,P119,Sports,610,455.42,0,0,0,121,602.15,Holiday,Monday
16-04-2024,P100,Sports,772.2,619.68,10,0,0,457,759.38,Normal,Tuesday
16-04-2024,P101,Fashion,869,630.42,0,1,869,377,840.54,Holiday,Tuesday
16-04-2024,P102,Home,526,360.57,0,2,1052,153,499.92,Normal,Tuesday
16-04-2024,P103,Home,1209,815.57,0,3,3627,89,1172.37,Normal,Tuesday
16-04-2024,P104,Fashion,419,269.24,0,0,0,196,439.61,Normal,Tuesday
16-04-2024,P105,Home,932,634.65,0,0,0,236,887.83,Sale,Tuesday
16-04-2024,P106,Sports,1117.2,834.32,5,2,2234.4,148,1168.32,Normal,Tuesday
16-04-2024,P107,Electronics,840.75,556.46,5,1,840.75,70,805.47,Normal,Tuesday
16-04-2024,P108,Home,1162,779.64,0,1,1162,49,1166.34,Normal,Tuesday
16-04-2024,P109,Home,373.35,242.96,5,1,373.35,126,377.52,Festival,Tuesday
16-04-2024,P110,Sports,724,465.65,0,0,0,133,743.99,Normal,Tuesday
16-04-2024,P111,Home,1102.95,755.7,5,0,0,108,1102.01,Holiday,Tuesday
16-04-2024,P112,Fashion,688.75,483.6,5,2,1377.5,200,704.78,Normal,Tuesday
16-04-2024,P113,Electronics,1044.05,769.1,5,2,2088.1,336,1060.42,Normal,Tuesday
16-04-2024,P114,Electronics,315,251.33,0,1,315,327,317.73,Normal,Tuesday
16-04-2024,P115,Home,707,529.7,0,0,0,380,687.32,Normal,Tuesday
16-04-2024,P116,Fashion,325,226.64,0,7,2275,282,322.84,Festival,Tuesday
16-04-2024,P117,Fashion,692.55,566.17,5,1,692.55,359,700.11,Normal,Tuesday
16-04-2024,P118,Fashion,404,272.14,0,4,1616,365,401.27,Normal,Tuesday
16-04-2024,P119,Home,682.1,490.18,5,0,0,37,685.06,Festival,Tuesday
17-04-2024,P100,Home,390.6,270.55,10,0,0,330,404.89,Normal,Wednesday
17-04-2024,P101,Fashion,1331,961.05,0,2,2662,127,1384.92,Normal,Wednesday
17-04-2024,P102,Electronics,965.7,647.57,10,5,4828.5,185,977.09,Sale,Wednesday
17-04-2024,P103,Sports,724.85,564.21,5,0,0,321,696.92,Normal,Wednesday
17-04-2024,P104,Sports,298,194.77,0,1,298,147,291.44,Festival,Wednesday
17-04-2024,P105,Electronics,642.6,566.44,10,1,642.6,309,674.27,Festival,Wednesday
17-04-2024,P106,Fashion,1480,1131.52,0,1,1480,165,1529.67,Sale,Wednesday
17-04-2024,P107,Sports,1010.7,835.79,10,1,1010.7,61,982.5,Normal,Wednesday
17-04-2024,P108,Home,475,360.81,0,3,1425,479,485.51,Sale,Wednesday
17-04-2024,P109,Electronics,1079,859.27,0,1,1079,107,1093.96,Normal,Wednesday
17-04-2024,P110,Fashion,636.5,462.19,5,0,0,189,639.01,Festival,Wednesday
17-04-2024,P111,Fashion,1399,907.62,0,0,0,494,1351.8,Normal,Wednesday
17-04-2024,P112,Home,638,508.5,0,1,638,421,647.22,Normal,Wednesday
17-04-2024,P113,Home,497.25,354.08,15,2,994.5,90,486.25,Normal,Wednesday
17-04-2024,P114,Fashion,1442,888.73,0,5,7210,422,1428.47,Festival,Wednesday
17-04-2024,P115,Sports,1054,680.83,0,0,0,426,1016.02,Normal,Wednesday
17-04-2024,P116,Electronics,283,200.41,0,4,1132,93,277.86,Holiday,Wednesday
17-04-2024,P117,Electronics,1296,795.08,0,5,6480,350,1310.19,Holiday,Wednesday
17-04-2024,P118,Fashion,1366,875.72,0,0,0,355,1340.4,Normal,Wednesday
17-04-2024,P119,Electronics,917,676.82,0,1,917,468,925.36,Sale,Wednesday
18-04-2024,P100,Fashion,1482,994.61,0,0,0,332,1527.81,Holiday,Thursday
18-04-2024,P101,Fashion,623.9,510.78,15,6,3743.4,389,607.71,Sale,Thursday
18-04-2024,P102,Electronics,1111.5,783.67,10,2,2223,267,1071.49,Festival,Thursday
18-04-2024,P103,Fashion,972,668.99,0,0,0,289,936.89,Normal,Thursday
18-04-2024,P104,Fashion,1307,1003.38,0,1,1307,356,1314.17,Festival,Thursday
18-04-2024,P105,Electronics,1096.3,746.67,5,1,1096.3,359,1112.01,Sale,Thursday
18-04-2024,P106,Electronics,1498,1182.93,0,0,0,384,1500.79,Normal,Thursday
18-04-2024,P107,Sports,408,250.52,0,1,408,90,401.28,Festival,Thursday
18-04-2024,P108,Fashion,838,578.33,0,1,838,168,860.67,Normal,Thursday
18-04-2024,P109,Electronics,1166.6,968.31,5,2,2333.2,235,1125.85,Festival,Thursday
18-04-2024,P110,Home,1156,1028.41,15,0,0,20,1212.64,Normal,Thursday
18-04-2024,P111,Home,1111,829.3,0,4,4444,71,1084.93,Normal,Thursday
18-04-2024,P112,Electronics,1201.5,873.42,10,0,0,92,1168.98,Normal,Thursday
18-04-2024,P113,Electronics,774.9,656.76,10,0,0,91,749.27,Normal,Thursday
18-04-2024,P114,Fashion,1216,824.84,0,3,3648,31,1212.98,Normal,Thursday
18-04-2024,P115,Electronics,1204.6,765.38,5,0,0,121,1244.41,Normal,Thursday
18-04-2024,P116,Sports,495.55,378.91,15,3,1486.65,281,516.73,Normal,Thursday
18-04-2024,P117,Sports,231.3,199.12,10,8,1850.4,499,231.23,Normal,Thursday
18-04-2024,P118,Sports,602,363.16,0,0,0,229,601.31,Normal,Thursday
18-04-2024,P119,Electronics,1385,870.8,0,0,0,46,1437.24,Normal,Thursday
19-04-2024,P100,Electronics,864.5,589.45,5,1,864.5,180,893.47,Normal,Friday
19-04-2024,P101,Fashion,456.45,343.6,15,1,456.45,236,438.03,Holiday,Friday
19-04-2024,P102,Sports,1435,1113.05,0,0,0,403,1472.6,Normal,Friday
19-04-2024,P103,Sports,660.25,496,5,2,1320.5,345,632.88,Normal,Friday
19-04-2024,P104,Electronics,274,178.26,0,5,1370,258,284.55,Holiday,Friday
19-04-2024,P105,Sports,596,391.21,0,3,1788,466,620.2,Sale,Friday
19-04-2024,P106,Sports,1381.3,1149.55,5,3,4143.9,251,1376.41,Sale,Friday
19-04-2024,P107,Home,622.25,413.02,5,0,0,448,628.62,Normal,Friday
19-04-2024,P108,Home,932.9,759.08,5,0,0,215,913.22,Normal,Friday
19-04-2024,P109,Fashion,439,290.36,0,3,1317,338,453.86,Normal,Friday
19-04-2024,P110,Fashion,463.6,345.64,5,0,0,194,462.68,Normal,Friday
19-04-2024,P111,Sports,848.35,662.42,5,0,0,455,874,Normal,Friday
19-04-2024,P112,Fashion,690,462.94,0,2,1380,175,723.59,Festival,Friday
19-04-2024,P113,Electronics,661,451.54,0,1,661,284,649.78,Normal,Friday
19-04-2024,P114,Home,614.7,497.32,10,3,1844.1,285,605.45,Normal,Friday
19-04-2024,P115,Home,1318,1032.16,0,0,0,80,1265.64,Normal,Friday
19-04-2024,P116,Electronics,540,446.08,10,0,0,325,513.71,Normal,Friday
19-04-2024,P117,Home,1095.3,867.42,10,3,3285.9,251,1119.96,Festival,Friday
19-04-2024,P118,Electronics,855,666.6,0,1,855,233,845.78,Normal,Friday
19-04-2024,P119,Home,646.95,443.35,5,0,0,21,625.97,Normal,Friday
20-04-2024,P100,Fashion,692.1,493.44,10,0,0,81,677.18,Sale,Saturday
20-04-2024,P101,Electronics,693.9,563.04,10,0,0,470,677.76,Normal,Saturday
20-04-2024,P102,Fashion,372.6,257.9,10,6,2235.6,356,362.08,Holiday,Saturday
20-04-2024,P103,Sports,638.35,454.9,15,0,0,355,633.93,Normal,Saturday
20-04-2024,P104,Home,999.9,825.54,10,4,3999.6,405,950.86,Holiday,Saturday
20-04-2024,P105,Electronics,1407,1021.22,0,3,4221,218,1402.57,Normal,Saturday
20-04-2024,P106,Sports,459.9,362.97,10,4,1839.6,199,455.61,Holiday,Saturday
20-04-2024,P107,Fashion,1284,934.67,0,0,0,26,1306.44,Holiday,Saturday
20-04-2024,P108,Fashion,960.45,754.51,5,2,1920.9,220,935.24,Normal,Saturday
20-04-2024,P109,Fashion,1094,799.68,0,2,2188,217,1097.67,Holiday,Saturday
20-04-2024,P110,Home,1413.6,998.22,5,0,0,378,1475.98,Holiday,Saturday
20-04-2024,P111,Fashion,1332.85,1092.63,5,2,2665.7,448,1348.16,Holiday,Saturday
20-04-2024,P112,Fashion,860,676.16,0,0,0,296,853.82,Normal,Saturday
20-04-2024,P113,Sports,990,601.05,0,1,990,197,1009.16,Sale,Saturday
20-04-2024,P114,Home,229.5,156.63,10,6,1377,374,235.81,Normal,Saturday
20-04-2024,P115,Fashion,804.65,595.81,5,0,0,347,774.87,Normal,Saturday
20-04-2024,P116,Sports,1027.8,847.37,10,0,0,164,987.16,Normal,Saturday
20-04-2024,P117,Home,1387.95,995.53,5,3,4163.85,21,1377.98,Holiday,Saturday
20-04-2024,P118,Sports,373.35,286.9,5,0,0,232,380.95,Normal,Saturday
20-04-2024,P119,Sports,182.7,154.15,10,3,548.1,274,180.9,Normal,Saturday
21-04-2024,P100,Home,784.7,520.2,5,0,0,99,774.24,Normal,Sunday
21-04-2024,P101,Fashion,479,331.65,0,0,0,44,489.72,Normal,Sunday
21-04-2024,P102,Electronics,1122,674.18,0,1,1122,382,1075.98,Normal,Sunday
21-04-2024,P103,Sports,1047.6,843.17,10,0,0,130,1071.24,Festival,Sunday
21-04-2024,P104,Sports,754.2,581.89,10,1,754.2,411,782.58,Holiday,Sunday
21-04-2024,P105,Sports,1342.35,1025.69,5,0,0,455,1347.28,Normal,Sunday
21-04-2024,P106,Home,828,606.38,10,1,828,491,811.83,Normal,Sunday
21-04-2024,P107,Home,590.9,477.07,5,2,1181.8,161,601.26,Normal,Sunday
21-04-2024,P108,Electronics,987.3,713.73,10,0,0,145,1031.76,Sale,Sunday
21-04-2024,P109,Sports,869,599.42,0,1,869,379,898.94,Normal,Sunday
21-04-2024,P110,Sports,1185.75,1061.46,15,1,1185.75,49,1194.35,Sale,Sunday
21-04-2024,P111,Fashion,650,445.32,0,0,0,350,646.29,Normal,Sunday
21-04-2024,P112,Fashion,1136.7,990.37,10,2,2273.4,232,1163.65,Festival,Sunday
21-04-2024,P113,Electronics,616.55,396.74,5,4,2466.2,399,605.96,Normal,Sunday
21-04-2024,P114,Sports,687,465.48,0,4,2748,339,678.24,Sale,Sunday
21-04-2024,P115,Sports,678,540.21,0,0,0,427,677.03,Normal,Sunday
21-04-2024,P116,Home,509.4,400.31,10,0,0,408,525.22,Normal,Sunday
21-04-2024,P117,Electronics,514,317.16,0,1,514,293,515.02,Normal,Sunday
21-04-2024,P118,Home,587.7,503.89,10,0,0,331,562.93,Holiday,Sunday
21-04-2024,P119,Sports,743.75,645.17,15,4,2975,293,741.32,Normal,Sunday
